sender_id,sender_id_link,date,user goal (if supported),user goal fullfilled,user goal (not supported) ,reason for failure,details on failure / comments
f2bb2ebd713b4c42a5b31e3987c4341b,https://website-demo.rasa.com/conversations/f2bb2ebd713b4c42a5b31e3987c4341b,12/18/18,,,,,
5187890efddd452fb952aa11eb50f3eb,https://website-demo.rasa.com/conversations/5187890efddd452fb952aa11eb50f3eb,12/18/18,,,,,
5d7a3a837e824cd9b244418b2e0a9631,https://website-demo.rasa.com/conversations/5d7a3a837e824cd9b244418b2e0a9631,12/18/18,,,,,
158d184cc21f45b2b4a19a596e707e09,https://website-demo.rasa.com/conversations/158d184cc21f45b2b4a19a596e707e09,12/18/18,,,,,
44f4f3be282a48668255e524984809b6,https://website-demo.rasa.com/conversations/44f4f3be282a48668255e524984809b6,12/18/18,,,,,
1bf8fea7393849768e98d21e77ee6c3b,https://website-demo.rasa.com/conversations/1bf8fea7393849768e98d21e77ee6c3b,12/18/18,,,,,
8ef7a6b9c77340389ca216b7d733bbfa,https://website-demo.rasa.com/conversations/8ef7a6b9c77340389ca216b7d733bbfa,12/18/18,,,,,
3dfe6ca4ab994e86822c215bac5cf7e1,https://website-demo.rasa.com/conversations/3dfe6ca4ab994e86822c215bac5cf7e1,12/18/18,,,,,
8d786243057241d6a19f11167d8c889e,https://website-demo.rasa.com/conversations/8d786243057241d6a19f11167d8c889e,12/18/18,,,,,
akela,https://website-demo.rasa.com/conversations/akela,12/18/18,,,,,
efbc39e8c682443a99878f7801c249b4,https://website-demo.rasa.com/conversations/efbc39e8c682443a99878f7801c249b4,12/18/18,,,,,
cf6bdf71ef0e423fa6988b0c0cfca568,https://website-demo.rasa.com/conversations/cf6bdf71ef0e423fa6988b0c0cfca568,12/18/18,,,,,
4a675cdac02349aa9051c1eea149dca7,https://website-demo.rasa.com/conversations/4a675cdac02349aa9051c1eea149dca7,12/18/18,,,,,
541e15af94bd4d73a4159a9a7820ca29,https://website-demo.rasa.com/conversations/541e15af94bd4d73a4159a9a7820ca29,12/18/18,,,,,
4151415adf4a4a699bf934f09b2e33cd,https://website-demo.rasa.com/conversations/4151415adf4a4a699bf934f09b2e33cd,12/18/18,,,,,
79164343cba74ea3a026f30f0877504b,https://website-demo.rasa.com/conversations/79164343cba74ea3a026f30f0877504b,12/18/18,,,,,
24e9ef3c97694333b7a2f0616f1db554,https://website-demo.rasa.com/conversations/24e9ef3c97694333b7a2f0616f1db554,12/18/18,,,,,
8f9e0dd85bfb4d52b3fb3903b82863c4,https://website-demo.rasa.com/conversations/8f9e0dd85bfb4d52b3fb3903b82863c4,12/18/18,,,,,
1da1e166cfc84eeab8d285a406e546e3,https://website-demo.rasa.com/conversations/1da1e166cfc84eeab8d285a406e546e3,12/18/18,,,,,
bf2793defe3643f3ad830529ace4042b,https://website-demo.rasa.com/conversations/bf2793defe3643f3ad830529ace4042b,12/18/18,,,,,
5febef1b339e460583007718d5231b2a,https://website-demo.rasa.com/conversations/5febef1b339e460583007718d5231b2a,12/18/18,,,,,
2c8385f959b2433692e649b6836ccf37,https://website-demo.rasa.com/conversations/2c8385f959b2433692e649b6836ccf37,12/18/18,,,,,
d3c663d5de074e7cacfd1648f054d3c6,https://website-demo.rasa.com/conversations/d3c663d5de074e7cacfd1648f054d3c6,12/18/18,,,,,
f873ec9a228043d2b8264d01f1c71273,https://website-demo.rasa.com/conversations/f873ec9a228043d2b8264d01f1c71273,12/18/18,,,,,
9f7597dc5c3b457f8f79fda3eadfb77b,https://website-demo.rasa.com/conversations/9f7597dc5c3b457f8f79fda3eadfb77b,12/18/18,,,,,
3aa8e9dd82bc47968b1c193c2b8636fd,https://website-demo.rasa.com/conversations/3aa8e9dd82bc47968b1c193c2b8636fd,12/18/18,,,,,
db8306c03e074567bae4fddf4de9c9fa,https://website-demo.rasa.com/conversations/db8306c03e074567bae4fddf4de9c9fa,12/18/18,,,,,
fc55e8c6e9df43f296abb93a51d3207c,https://website-demo.rasa.com/conversations/fc55e8c6e9df43f296abb93a51d3207c,12/18/18,,,,,
91137be193134f9ea6d22826c12bb46a,https://website-demo.rasa.com/conversations/91137be193134f9ea6d22826c12bb46a,12/18/18,,,,,
6c3001d3f07241e7b9bb8ced8f63df28,https://website-demo.rasa.com/conversations/6c3001d3f07241e7b9bb8ced8f63df28,12/18/18,,,,,
477c736d92de4b4a9f6d5c0a29347749,https://website-demo.rasa.com/conversations/477c736d92de4b4a9f6d5c0a29347749,12/18/18,,,,,
e3c0f1be73864f718d10e473e18b1dec,https://website-demo.rasa.com/conversations/e3c0f1be73864f718d10e473e18b1dec,12/18/18,,,,,
11785b6afc61473c8b4dfd57215f79b2,https://website-demo.rasa.com/conversations/11785b6afc61473c8b4dfd57215f79b2,12/18/18,,,,,
ef1879fe42354571b64ac1dd74ceeda2,https://website-demo.rasa.com/conversations/ef1879fe42354571b64ac1dd74ceeda2,12/18/18,,,,,
a99c2d7afc37424b90f32b6ccde6448d,https://website-demo.rasa.com/conversations/a99c2d7afc37424b90f32b6ccde6448d,12/18/18,,,,,
6bced0ff782144deb1dea33738f59f08,https://website-demo.rasa.com/conversations/6bced0ff782144deb1dea33738f59f08,12/18/18,,,,,
7e2d0767da6c42d7bfcc30c2603e74b3,https://website-demo.rasa.com/conversations/7e2d0767da6c42d7bfcc30c2603e74b3,12/18/18,,,,,
661183806bff4b62b1712cb7bdb3ee6d,https://website-demo.rasa.com/conversations/661183806bff4b62b1712cb7bdb3ee6d,12/18/18,,,,,
83a42fdc6a9544acbac26bd89d9f0ec5,https://website-demo.rasa.com/conversations/83a42fdc6a9544acbac26bd89d9f0ec5,12/18/18,,,,,
a95544c2960b4cb4bcb2258a3c0549ef,https://website-demo.rasa.com/conversations/a95544c2960b4cb4bcb2258a3c0549ef,12/18/18,,,,,
0c3af445da8e4adcb8cee5a447dec204,https://website-demo.rasa.com/conversations/0c3af445da8e4adcb8cee5a447dec204,12/18/18,,,,,
e93cb9eb07a6483a99fa11f34219b364,https://website-demo.rasa.com/conversations/e93cb9eb07a6483a99fa11f34219b364,12/18/18,,,,,
7e864949dcd04a8bb737df3f17acfe8e,https://website-demo.rasa.com/conversations/7e864949dcd04a8bb737df3f17acfe8e,12/18/18,,,,,
39d029c35a994bf4bffc36e2a9a4c6de,https://website-demo.rasa.com/conversations/39d029c35a994bf4bffc36e2a9a4c6de,12/18/18,,,,,
d0307d0ebcfd4cd5921e796a65b2d5cf,https://website-demo.rasa.com/conversations/d0307d0ebcfd4cd5921e796a65b2d5cf,12/18/18,,,,,
b2a4da8d7bf6494893801a9ef6a6f81f,https://website-demo.rasa.com/conversations/b2a4da8d7bf6494893801a9ef6a6f81f,12/18/18,,,,,
355f30d3161c4d27b163a26ffdea1ef7,https://website-demo.rasa.com/conversations/355f30d3161c4d27b163a26ffdea1ef7,12/18/18,,,,,
875699e0ca9742faaccd3eb81040fa2e,https://website-demo.rasa.com/conversations/875699e0ca9742faaccd3eb81040fa2e,12/18/18,,,,,
f2675baa0b9b46a1b61d27553e3d1944,https://website-demo.rasa.com/conversations/f2675baa0b9b46a1b61d27553e3d1944,12/18/18,,,,,
724f65239d824aad9ae97fe65c2895b1,https://website-demo.rasa.com/conversations/724f65239d824aad9ae97fe65c2895b1,12/18/18,,,,,
71b7d9be7db34727861235cf066d7b00,https://website-demo.rasa.com/conversations/71b7d9be7db34727861235cf066d7b00,12/18/18,,,,,
d5a4a42995714f80b958a297c10d654c,https://website-demo.rasa.com/conversations/d5a4a42995714f80b958a297c10d654c,12/18/18,,,,,
2e309fdab5694d0da75fc39355def154,https://website-demo.rasa.com/conversations/2e309fdab5694d0da75fc39355def154,12/18/18,,,,,
117b7d377c184cd7b7360730350199db,https://website-demo.rasa.com/conversations/117b7d377c184cd7b7360730350199db,12/18/18,,,,,
a3f220eeaf884b83bf7ef4ea162111da,https://website-demo.rasa.com/conversations/a3f220eeaf884b83bf7ef4ea162111da,12/18/18,,,,,
044850330a25437db39d5d8036bec543,https://website-demo.rasa.com/conversations/044850330a25437db39d5d8036bec543,12/18/18,,,,,
3e7c022c9a9b459c93266d0ceb40a999,https://website-demo.rasa.com/conversations/3e7c022c9a9b459c93266d0ceb40a999,12/18/18,,,,,
a93c313219674ba8929f7bc92faeb592,https://website-demo.rasa.com/conversations/a93c313219674ba8929f7bc92faeb592,12/18/18,,,,,
7ecbdb7656db44868fe51a76e19052b4,https://website-demo.rasa.com/conversations/7ecbdb7656db44868fe51a76e19052b4,12/18/18,,,,,
04065967d02b4e20b7e3ae4f6186c0a0,https://website-demo.rasa.com/conversations/04065967d02b4e20b7e3ae4f6186c0a0,12/18/18,,,,,
d5efac950af14bac9853fe744fbe5145,https://website-demo.rasa.com/conversations/d5efac950af14bac9853fe744fbe5145,12/18/18,,,,,
502eee13f0294daf993e3004f33f94b8,https://website-demo.rasa.com/conversations/502eee13f0294daf993e3004f33f94b8,12/18/18,,,,,
02ebad660c7f4d83828176fef3ae89b9,https://website-demo.rasa.com/conversations/02ebad660c7f4d83828176fef3ae89b9,12/18/18,,,,,
6355765471c34c5dbbd26cc2598d01bd,https://website-demo.rasa.com/conversations/6355765471c34c5dbbd26cc2598d01bd,12/18/18,,,,,
5659ccfc7678462098d2843d6d5dea1f,https://website-demo.rasa.com/conversations/5659ccfc7678462098d2843d6d5dea1f,12/18/18,,,,,
c6a4dffeba8b433b81cc41e2e7763c54,https://website-demo.rasa.com/conversations/c6a4dffeba8b433b81cc41e2e7763c54,12/18/18,,,,,
7dbeced9cf7a4ca79d37615565215132,https://website-demo.rasa.com/conversations/7dbeced9cf7a4ca79d37615565215132,12/18/18,,,,,
eb9668ef8ee7469093bd2b1202fca799,https://website-demo.rasa.com/conversations/eb9668ef8ee7469093bd2b1202fca799,12/18/18,,,,,
f88fa63835154f01a03d50fc1d8d36a5,https://website-demo.rasa.com/conversations/f88fa63835154f01a03d50fc1d8d36a5,12/18/18,,,,,
9a1ab590a0ba46c1942954f3811ed110,https://website-demo.rasa.com/conversations/9a1ab590a0ba46c1942954f3811ed110,12/18/18,,,,,
3085906067364fa7ad3f46264eae365f,https://website-demo.rasa.com/conversations/3085906067364fa7ad3f46264eae365f,12/18/18,,,,,
a755263cb1a541d8ad3d0aecef8f99e4,https://website-demo.rasa.com/conversations/a755263cb1a541d8ad3d0aecef8f99e4,12/18/18,,,,,
673d646c2e5c4bb583a86630bb4ddce2,https://website-demo.rasa.com/conversations/673d646c2e5c4bb583a86630bb4ddce2,12/18/18,,,,,
d2ca39831a2d4c37905491c1ce9a5811,https://website-demo.rasa.com/conversations/d2ca39831a2d4c37905491c1ce9a5811,12/18/18,,,,,
535251c4c81644b5b7cf2940d861e5c5,https://website-demo.rasa.com/conversations/535251c4c81644b5b7cf2940d861e5c5,12/18/18,,,,,
f873ec9a228043d2b8264d01f1c71273,https://website-demo.rasa.com/conversations/f873ec9a228043d2b8264d01f1c71273,12/18/18,,,,,
121046dad8df4ef2ae6ac5ff58d988f3,https://website-demo.rasa.com/conversations/121046dad8df4ef2ae6ac5ff58d988f3,12/18/18,,,,,
02ebad660c7f4d83828176fef3ae89b9,https://website-demo.rasa.com/conversations/02ebad660c7f4d83828176fef3ae89b9,12/18/18,,,,,
97df2f165b79442eae6c553157009d2d,https://website-demo.rasa.com/conversations/97df2f165b79442eae6c553157009d2d,12/18/18,,,,,
akela,https://website-demo.rasa.com/conversations/akela,12/18/18,,,,,
ce119750e3914d09b94268f0aa8473de,https://website-demo.rasa.com/conversations/ce119750e3914d09b94268f0aa8473de,12/18/18,,,,,
5ecf333b263948e1ac5c4967538b6e55,https://website-demo.rasa.com/conversations/5ecf333b263948e1ac5c4967538b6e55,12/18/18,,,,,
c00e5914b6f9435199c071d038e035c4,https://website-demo.rasa.com/conversations/c00e5914b6f9435199c071d038e035c4,12/18/18,,,,,
f873ec9a228043d2b8264d01f1c71273,https://website-demo.rasa.com/conversations/f873ec9a228043d2b8264d01f1c71273,12/18/18,,,,,
48d9c26bf54f44a29b988f960c371de0,https://website-demo.rasa.com/conversations/48d9c26bf54f44a29b988f960c371de0,12/18/18,,,,,
c3522081a06d4890a4a0b51d8be924d8,https://website-demo.rasa.com/conversations/c3522081a06d4890a4a0b51d8be924d8,12/18/18,,,,,
akela,https://website-demo.rasa.com/conversations/akela,12/18/18,,,,,
f873ec9a228043d2b8264d01f1c71273,https://website-demo.rasa.com/conversations/f873ec9a228043d2b8264d01f1c71273,12/18/18,,,,,
618cb7db283a4c0ea000cd60e198e6b0,https://website-demo.rasa.com/conversations/618cb7db283a4c0ea000cd60e198e6b0,05/01/19,1 step,no,,User - left,
03313dd71dce4ed5993cd9736bb92fe2,https://website-demo.rasa.com/conversations/03313dd71dce4ed5993cd9736bb92fe2,05/01/19,-,,,,
8f756ee8a18e4f658946110f224aeb78,https://website-demo.rasa.com/conversations/8f756ee8a18e4f658946110f224aeb78,05/01/19,1 step,no,,User - left,
a520287c6ac144c5853e4ede0e734e71,https://website-demo.rasa.com/conversations/a520287c6ac144c5853e4ede0e734e71,05/01/19,-,,,,
17f63843a22a4e399f0b52a015176253,https://website-demo.rasa.com/conversations/17f63843a22a4e399f0b52a015176253,05/01/19,-,,,,
9cbbe8c0fa0841deb30fe973cd80c614,https://website-demo.rasa.com/conversations/9cbbe8c0fa0841deb30fe973cd80c614,05/01/19,3 step,yes,,,
e9130ef551724ee5a49d88946b4549ad,https://website-demo.rasa.com/conversations/e9130ef551724ee5a49d88946b4549ad,05/01/19,-,,,,
5ba040242843434e92ff2036f616ec0b,https://website-demo.rasa.com/conversations/5ba040242843434e92ff2036f616ec0b,05/01/19,-,,,,
3ae94172c7864fb59ab78db2334db86c,https://website-demo.rasa.com/conversations/3ae94172c7864fb59ab78db2334db86c,05/01/19,FAQ,yes,,,
3256c66e60aa42c7bc33f915dfa0d728,https://website-demo.rasa.com/conversations/3256c66e60aa42c7bc33f915dfa0d728,05/01/19,FAQ,yes,,,
decacc3f6e464f09b6444069204420bb,https://website-demo.rasa.com/conversations/decacc3f6e464f09b6444069204420bb,05/01/19,-,,,,
debe18e2325840aeb5313ad18a27fa42,https://website-demo.rasa.com/conversations/debe18e2325840aeb5313ad18a27fa42,05/01/19,chitchat,yes,,,
6645f82396cc400ab64dc3e333d0ac6d,https://website-demo.rasa.com/conversations/6645f82396cc400ab64dc3e333d0ac6d,05/01/19,-,,,,
6baa606f62c54e888053bcbc934eff8d,https://website-demo.rasa.com/conversations/6baa606f62c54e888053bcbc934eff8d,05/01/19,1 step,no,,User - left,
c1712b9b83444c4d950fb1d0c06ee81e,https://website-demo.rasa.com/conversations/c1712b9b83444c4d950fb1d0c06ee81e,05/01/19,1 step,yes,,,
bfdc18480a8a48e19aacf281bdd5db46,https://website-demo.rasa.com/conversations/bfdc18480a8a48e19aacf281bdd5db46,05/01/19,1 step,no,,,
cd10afdfaab74996a3e1ed1b712366d3,https://website-demo.rasa.com/conversations/cd10afdfaab74996a3e1ed1b712366d3,05/01/19,1 step,yes,,,
1203b16022de47c294da583d815092d4,https://website-demo.rasa.com/conversations/1203b16022de47c294da583d815092d4,05/01/19,-,,,,
47f2fe45cd5f463cbaf2bc72def8f569,https://website-demo.rasa.com/conversations/47f2fe45cd5f463cbaf2bc72def8f569,05/01/19,oos,yes,,,
ee962c4c1af542f8952d6082ceb9c208,https://website-demo.rasa.com/conversations/ee962c4c1af542f8952d6082ceb9c208,05/01/19,oos,no,,,
16439d767388463d93e9c827767bca96,https://website-demo.rasa.com/conversations/16439d767388463d93e9c827767bca96,05/01/19,1 step,yes,,,
3914c48acca940c5bd30abc469b30e63,https://website-demo.rasa.com/conversations/3914c48acca940c5bd30abc469b30e63,05/01/19,chitchat,yes,,,
697db34a22db4c089e85f2c9ae3ee88f,https://website-demo.rasa.com/conversations/697db34a22db4c089e85f2c9ae3ee88f,05/01/19,oos,yes,how to use payload in template,,
1e680f8682a44338a9c68496bc8ac9ba,https://website-demo.rasa.com/conversations/1e680f8682a44338a9c68496bc8ac9ba,05/01/19,oos,yes,,,
424bba9c6020412c920724ae7c0444ad,https://website-demo.rasa.com/conversations/424bba9c6020412c920724ae7c0444ad,05/01/19,3 step,no,,Tech - intent classification not correct,
a1abb0d5bd294bb083c03f73eeb5e786,https://website-demo.rasa.com/conversations/a1abb0d5bd294bb083c03f73eeb5e786,05/01/19,3 step,no,,"Tech - intent correct, wrong action",
8bfddbb9e63f47a5b1da9fd4f46a521e,https://website-demo.rasa.com/conversations/8bfddbb9e63f47a5b1da9fd4f46a521e,05/01/19,1 step,no,,User - left,
ed1418fcc3884157bcc96a7c43d21ec0,https://website-demo.rasa.com/conversations/ed1418fcc3884157bcc96a7c43d21ec0,05/01/19,oos,no,"give examples in healthcare, does rasa include small talk, ",Design - Bot repeats itself - whatspossible,
dbb64f3d387441949443e4e6a7c83520,https://website-demo.rasa.com/conversations/dbb64f3d387441949443e4e6a7c83520,05/01/19,1 step,no,how to create custom actions using rasa,User - left,
2de75b1f7d17449a8e8a6e481f6d14bd,https://website-demo.rasa.com/conversations/2de75b1f7d17449a8e8a6e481f6d14bd,05/01/19,1 step,yes,,,
318f6636b6c842f6a330b015599e8f7d,https://website-demo.rasa.com/conversations/318f6636b6c842f6a330b015599e8f7d,05/01/19,1 step,no,,"Tech - intent correct, wrong action",
379e0409533242d6a8da2d15b5b82b60,https://website-demo.rasa.com/conversations/379e0409533242d6a8da2d15b5b82b60,05/01/19,-,,,,
92f08c2bf606494a91ca6aee228fc3a6,https://website-demo.rasa.com/conversations/92f08c2bf606494a91ca6aee228fc3a6,05/01/19,-,,,,
e8fc2e0b2c374353a63da30fb64748f3,https://website-demo.rasa.com/conversations/e8fc2e0b2c374353a63da30fb64748f3,05/01/19,1 step,no,,Tech - intent classification not correct,
ffed84f3597042de8b7b6dce4ad0dece,https://website-demo.rasa.com/conversations/ffed84f3597042de8b7b6dce4ad0dece,05/01/19,-,,,,
79e8dd05329946a8963c170d920e0144,https://website-demo.rasa.com/conversations/79e8dd05329946a8963c170d920e0144,05/01/19,1 step,no,,Tech - intent classification not correct,
e14eddaf8dc14ff7bb8104696c4eb1d2,https://website-demo.rasa.com/conversations/e14eddaf8dc14ff7bb8104696c4eb1d2,05/01/19,chitchat,yes,,,
d89912f620b6495d9cf2ff3d71176375,https://website-demo.rasa.com/conversations/d89912f620b6495d9cf2ff3d71176375,05/01/19,sales,yes,,,
1277dc2ceae04fe0b963c7786a41f750,https://website-demo.rasa.com/conversations/1277dc2ceae04fe0b963c7786a41f750,05/01/19,chitchat,yes,what day is it,,
9724aac6adda47a38271574fddb1529d,https://website-demo.rasa.com/conversations/9724aac6adda47a38271574fddb1529d,05/01/19,1 step,no,,User - left,
ab95619e84ff4f94882b42afc2d77780,https://website-demo.rasa.com/conversations/ab95619e84ff4f94882b42afc2d77780,05/01/19,-,,1+1,,
7134b09579284c678ac31cbb9b7607c9,https://website-demo.rasa.com/conversations/7134b09579284c678ac31cbb9b7607c9,05/01/19,-,,are you a bird,,
bc5cc4455c504c6781e9655bcf0eb555,https://website-demo.rasa.com/conversations/bc5cc4455c504c6781e9655bcf0eb555,05/01/19,1 step,yes,,,
916e8e2dc1784210a39f218a99a8bb72,https://website-demo.rasa.com/conversations/916e8e2dc1784210a39f218a99a8bb72,05/01/19,1 step,no,,User - types weird stuff,
011e5d94d1af4fc8bbd084c69f2e7bb1,https://website-demo.rasa.com/conversations/011e5d94d1af4fc8bbd084c69f2e7bb1,05/01/19,-,,,,
69b9877e1bff439683487cfa65f67837,https://website-demo.rasa.com/conversations/69b9877e1bff439683487cfa65f67837,05/01/19,1 step,yes,what is the meaning of life,,
3c9dce915c2847e3bb6cda4330a8a986,https://website-demo.rasa.com/conversations/3c9dce915c2847e3bb6cda4330a8a986,05/01/19,chitchat,no,,Tech - switches to different user goal (unwillingly),
bb2a4e8dde314377b3d1346fd8c23ac5,https://website-demo.rasa.com/conversations/bb2a4e8dde314377b3d1346fd8c23ac5,05/01/19,chitchat,yes,,,
b4eb93cb91b3438db86bbd80582dd2f3,https://website-demo.rasa.com/conversations/b4eb93cb91b3438db86bbd80582dd2f3,05/01/19,1 step,yes,"how smart are you, what are your favorite interests",,
9cbcbac36bcc406391e897c06085cb25,https://website-demo.rasa.com/conversations/9cbcbac36bcc406391e897c06085cb25,05/01/19,-,,,,
3e447628fd8a4711b858d47185c52340,https://website-demo.rasa.com/conversations/3e447628fd8a4711b858d47185c52340,05/01/19,rasa_help,no,,User - left,
a10ba4564d494163b0f1c1878fda8df0,https://website-demo.rasa.com/conversations/a10ba4564d494163b0f1c1878fda8df0,05/01/19,1 step,no,,"Tech - intent correct, wrong action",
4cd6d59c2ace44e586652380e750e327,https://website-demo.rasa.com/conversations/4cd6d59c2ace44e586652380e750e327,05/01/19,1 step,yes,,,
567fe7e4b8f44950a547ec93bb4857c8,https://website-demo.rasa.com/conversations/567fe7e4b8f44950a547ec93bb4857c8,05/01/19,1 step,no,,Tech - switches to different user goal (unwillingly),
8122314c2ebc47268a4fe623d6ef4d83,https://website-demo.rasa.com/conversations/8122314c2ebc47268a4fe623d6ef4d83,05/01/19,1 step,yes,,,
475c48b7ef9d46e9854edbd7c38791f0,https://website-demo.rasa.com/conversations/475c48b7ef9d46e9854edbd7c38791f0,05/01/19,faq,neutral,,,
0430099345234226aecbf5260cd864b8,https://website-demo.rasa.com/conversations/0430099345234226aecbf5260cd864b8,05/01/19,chitchat,neutral,,,
a1d38f8d413146dab080c154a953c359,https://website-demo.rasa.com/conversations/a1d38f8d413146dab080c154a953c359,05/01/19,1 step,yes,,,
886956b87a18450e9366939977b1914e,https://website-demo.rasa.com/conversations/886956b87a18450e9366939977b1914e,05/01/19,chitchat,yes,,,
67e7210ff205402fa69f9559912afc7f,https://website-demo.rasa.com/conversations/67e7210ff205402fa69f9559912afc7f,05/01/19,-,,,,
230cf198e2e64377ad0acc8ccc24b4da,https://website-demo.rasa.com/conversations/230cf198e2e64377ad0acc8ccc24b4da,05/01/19,chitchat,no,i love you,Tech - switches to different user goal (unwillingly),
4fb176484a7840ebab52a8ce03ef58e7,https://website-demo.rasa.com/conversations/4fb176484a7840ebab52a8ce03ef58e7,05/01/19,-,,what is you favorite color,,
9fb1810a095c43db9c38c48f928bb436,https://website-demo.rasa.com/conversations/9fb1810a095c43db9c38c48f928bb436,05/01/19,chitchat,yes,,,
1bd17a32a03d4ac8ba7fc13349fc3bd2,https://website-demo.rasa.com/conversations/1bd17a32a03d4ac8ba7fc13349fc3bd2,05/01/19,oos,no,,"Tech - intent correct, wrong action",
8d32a22026564c73b73118ff5d0fc8ff,https://website-demo.rasa.com/conversations/8d32a22026564c73b73118ff5d0fc8ff,05/01/19,-,,,User - types weird stuff,
4939058de6974a75b9e493723ccbb399,https://website-demo.rasa.com/conversations/4939058de6974a75b9e493723ccbb399,05/01/19,chitchat,yes,,,
de6c11fcdda2456e91402da34c56cc6e,https://website-demo.rasa.com/conversations/de6c11fcdda2456e91402da34c56cc6e,05/01/19,-,,how do i deploy my assistant ,,
4eb74c201a094b0b826523190a8ffd5b,https://website-demo.rasa.com/conversations/4eb74c201a094b0b826523190a8ffd5b,05/01/19,oos,no,how can i integrate my bot to my website,"Tech - intent correct, wrong action",
ad95369f565141b39d58176b72067078,https://website-demo.rasa.com/conversations/ad95369f565141b39d58176b72067078,05/01/19,1 step,no,,"Tech - intent correct, wrong action",
5ff7da44efc548fc82755b59e76b325e,https://website-demo.rasa.com/conversations/5ff7da44efc548fc82755b59e76b325e,05/01/19,3 step,yes,,,
acff2c771f5647198f579aea42f6c8af,https://website-demo.rasa.com/conversations/acff2c771f5647198f579aea42f6c8af,07/01/19,1 step,no,,User - left,
b65bed27b7074001b53ac39fdcceefb2,https://website-demo.rasa.com/conversations/b65bed27b7074001b53ac39fdcceefb2,07/01/19,1 step,yes,,,
ad5cb2e9ffd2475dbe292e78776059da,https://website-demo.rasa.com/conversations/ad5cb2e9ffd2475dbe292e78776059da,07/01/19,oos,no,,Tech - intent classification not correct,
6967554c12dc40aebf9a3b8a0c3b74d4,https://website-demo.rasa.com/conversations/6967554c12dc40aebf9a3b8a0c3b74d4,07/01/19,faq,yes,,,
569732e5b643453f83e7d8d0197c1a52,https://website-demo.rasa.com/conversations/569732e5b643453f83e7d8d0197c1a52,07/01/19,sales,no,,User - left,
030829eb30ed4339985d7e71737f6c2d,https://website-demo.rasa.com/conversations/030829eb30ed4339985d7e71737f6c2d,07/01/19,1 step,no,,Tech - intent classification not correct,
70921bd927364afd92913042c87f3289,https://website-demo.rasa.com/conversations/70921bd927364afd92913042c87f3289,07/01/19,1 step,yes,,,
fa57a60f59a2486fb19d6f42cbab70f9,https://website-demo.rasa.com/conversations/fa57a60f59a2486fb19d6f42cbab70f9,07/01/19,1 step,no,,User - left,
e977c395a2404bef8ba7f0c3b7e65970,https://website-demo.rasa.com/conversations/e977c395a2404bef8ba7f0c3b7e65970,07/01/19,1 step,no,,"Tech - intent correct, wrong action",
78e3cf5772174fbf9db0b3ebf16c0a89,https://website-demo.rasa.com/conversations/78e3cf5772174fbf9db0b3ebf16c0a89,07/01/19,1 step,yes,,,
602ddccbe2de4f46822e06e2781cf02d,https://website-demo.rasa.com/conversations/602ddccbe2de4f46822e06e2781cf02d,07/01/19,- ,,,User - types weird stuff,
59e507a9ecc44c9798808c00042e70d8,https://website-demo.rasa.com/conversations/59e507a9ecc44c9798808c00042e70d8,07/01/19,1 step,yes,,,
66808768a9954b4ab2c75de69e39d078,https://website-demo.rasa.com/conversations/66808768a9954b4ab2c75de69e39d078,07/01/19,-,,,,
8307cdc26aed49d5a4a98f7714277d46,https://website-demo.rasa.com/conversations/8307cdc26aed49d5a4a98f7714277d46,07/01/19,chitchat,yes,,,
da5443027739425eafa0772168f90317,https://website-demo.rasa.com/conversations/da5443027739425eafa0772168f90317,07/01/19,1 step,yes,,,
abc13e0ec6e24ef08b07febf73b23643,https://website-demo.rasa.com/conversations/abc13e0ec6e24ef08b07febf73b23643,07/01/19,-,,,,
ae9b7b36cae746bf8981ab208f7c9c37,https://website-demo.rasa.com/conversations/ae9b7b36cae746bf8981ab208f7c9c37,07/01/19,chitchat,yes,how much is rasa platform,,
861051585c9948038e3267da99febf84,https://website-demo.rasa.com/conversations/861051585c9948038e3267da99febf84,07/01/19,1 step,no,NLU,,
df3590cfb4fa4bc392e33f362568509e,https://website-demo.rasa.com/conversations/df3590cfb4fa4bc392e33f362568509e,07/01/19,1 step,yes,what is rasa's architecture ,,
e623122741de482b8a9aaf06d17e517f,https://website-demo.rasa.com/conversations/e623122741de482b8a9aaf06d17e517f,07/01/19,1 step,no,,,
a251a6b415e244168043f96e0d4aded9,https://website-demo.rasa.com/conversations/a251a6b415e244168043f96e0d4aded9,07/01/19,1 step,no,,"Tech - intent correct, wrong action",
c715a29a766e400d84c6256f318a65d1,https://website-demo.rasa.com/conversations/c715a29a766e400d84c6256f318a65d1,07/01/19,1 step,no,,User - left,
f4c3c53b13ac43378325e1c56b5f484e,https://website-demo.rasa.com/conversations/f4c3c53b13ac43378325e1c56b5f484e,07/01/19,chitchat,no,,User - types weird stuff,
73d92392085d4da3a86b580a3b9d4248,https://website-demo.rasa.com/conversations/73d92392085d4da3a86b580a3b9d4248,07/01/19,1 step,no,,User - left,
fc4b631beaae491aae8f583c55befe23,https://website-demo.rasa.com/conversations/fc4b631beaae491aae8f583c55befe23,07/01/19,chitchat,no,,User - types weird stuff,
7bf50ce15a9f4676a7251a1224a22065,https://website-demo.rasa.com/conversations/7bf50ce15a9f4676a7251a1224a22065,07/01/19,- ,no,,,bot should not continue in the user goal if the user sends random input
akela,https://website-demo.rasa.com/conversations/akela,07/01/19,,,,,
